,PropertyType,Address,City,State,ZipCode,Price,Beds,Baths,Living_Sq_Ft,Lot_Acres,YearBuilt,YearRenovated,Hoa/Month,Parking,Garage,ElementarySchool,E.SchoolRating,MiddleSchool,M.schoolRating,HighSchool,H.SchoolRating,Heating,Cooling,WalkableScore,TransitScore,BikeableScore,RedfinEstimate,Status,MLS Listing,Description,payment_per_month
house_783,,37315 Gosling Ter ,Fremont,CA,94536,860981,3,3,1436,,,,0,,,Glenmoor Elementary School,7,,,Washington High School,9,,,85,42,55," $858,211",Active,,This Plan 1 home is beautifully upgraded throughout and ready to move into!. A gray quartz countertop complements the white kitchen cabinetry to create an ideal space to entertain. This home also features a 2nd floor bedroom with a full bathroom.  ,"$4,285"
house_784,1977,1354 Dale Ave #11 ,MOUNTAIN VIEW,CA,94040,0,2,2," 1,478", 0.0244,Santa Clara County,19844011,535,, 2,,,,,,, Forced Air, Central Forced Air,59,41,89,1243075,Sold,81757369,"Completely and beautifully remodeled spacious townhome with raised ceilings, open concept kitchen/great room, recessed LED lighting, QuietRock sheetrock for additional insulation. Spacious kitchen with gas stove, double oven, Dekton countertops, custom alder cabinetry with numerous features, completely remodeled baths with custom cabinetry and illuminated medicine cabinets. New heat-pump hot water heater, new plumbing, new electrical panel and wiring, new dual-pane windows. Your own private back patio with paving-stones surrounded by mature landscaping. White oak hardwood flooring in main living areas. Oversized bedrooms with ceiling fans and built-in closet organizers, each with patio access. Attached 2 car garage, interior laundry. Close proximity to commute routes, downtown Mountain View and Los Altos, tech companies. Just steps from the Stevens Creek bike trail to excellent Mountain View Schools - Huff Elementary, Graham Middle, Mountain View High.  ","$6,579"
house_785,Condo/Co-op,568 Hollow Falls Cmn Unit 18B ,Fremont,CA,94539,999880,3,3,2033,,—,—,350,, 2,,,,,,,,,10,28,8,,Active,40895371,"The Cove II plan was designed with efficiency and comfort in mind. The first floor of this townhome-style condo features a bedroom with en suite as well as plenty of storage options just off the garage. The second level features an open great room with views of the outside through the large front windows that flood the space with beautiful natural light. The great room flows seamlessly into the kitchen and outside to the covered back deck, providing excellent outdoor entertaining options. A large center island in the kitchen serves as a hub for the space. Moving upstairs to the third level you’ll find a second bedroom with attached bathroom, a centrally located laundry closet for convenience and a luxurious owner’s suite with a large walk in closet and dual vanity. The elevator in this home provides extra accessibility and comfort. photos are not of subject property. ","$5,326"
house_786,,Residence 5 ,Fremont,CA,94539,2314900,4,4,4021,,,,0,,,Joshua Chadbourne Elementary School,9,,,Mission San Jose High School,10,,,20,32,35,,Active,,"Plan Description: With unparalleled architectural detail, Residence 5 offers approximately 4,021 square feet with 4 bedrooms and 4.5 baths.   Enjoy open floor plans, with a Bonus Room, Home Management Center and an Outdoor Room for entertaining friends and family.   Options include Multi-Sliding Door, Outdoor Kitchen and Fireplace at Outdoor Room.  ","$11,485"
house_787,Townhouse,4408 Hyde Cmn ,Fremont,CA,94538,1120000,4,3,1746,,2010,2010,285,, 2,O. N. Hirsch Elementary School,8,,,Irvington High School,9,,,82,38,58," $1,124,307",Active,40896480,"This house is convieniently situated near Bart station, Pacific Commons shopping center, Central park.  It is within walking distance to Hirsh Elementary, (newly renovated) Homer Junior high school and highly desired Irving high school.  Expansive and luxurious three-story living within Fremont's coveted community of Park Lane!  This townhome also features a master bedroom , 2 large bedrooms,and 1 hall bathroom on the top floor,  and 1 master bedroom on the first floor.  The main floor contains open and beautiful kitchen, living room, dining room, and laundry room.  Community pool is included in HOA amenities. ","$5,859"
house_788,Single Family Residential,1586 Newport Ave ,SAN JOSE,CA,95125,3350000,5,4," 3,737", 0.1744,2018,2018,0,, 2,Willow Glen Elementary School,5,Willow Glen Middle School,5,Willow Glen High School,7," Central Forced Air, Fireplace"," Ceiling Fan, Central Forced Air, Multi-Zone",52,40,67," $3,381,098",Active,81784068,"Modern Farmhouse on one of the most sought after streets in Willow Glen. This immaculate two-year old home boasts an open concept floor-plan that is ideal for family living, as well as entertaining. The phenomenal vaulted family room with four sky lights has an impressive glass wall of fold away doors that open to a fantastic loggia. The Chef's kitchen features a large island w/ counter seating, six burner range, two ovens, built-in refrigerator  &  more. Butler's pantry seamlessly blends into the dining and living rooms. Truly stunning temperature controlled wine cellar for 1,000+ bottles. Exquisite master retreat with massive walk-in closet and luxurious en-suite bathroom that features a frame-less glass shower room with a large soaking tub. Upstairs play area. Generously sized bedrooms with two en-suite bedrooms upstairs. Beautiful fixtures  &  finishes throughout. Soaring ceilings complimented by rich European hand scraped oak hardwood floors . Inviting backyard includes Bar/BBQ area.  ","$16,703"
house_789,—,440 MOFFETT Blvd #82 ,MOUNTAIN VIEW,CA,94043,0,2,2, 980,,Santa Clara County,—,0,,,,,,,,," Central Forced Air, Gas", Ceiling Fan,88,52,99,239997,Sold,81762103,"NEW HOME IN GREAT LOCATION WALK TO DOWNTOWN MOUNTAIN VIEW. GRANITE COUNTERS, CEILING FANS, TWO WALK IN CLOSETS. S. S APPLIANCES. IT HAS TWO MAST SUITES! LOW SPACE RENT. TAKE A LOOK ",
house_790,1974,777 San Antonio Rd #26 ,PALO ALTO,CA,94303,0,2,1, 946, 0.0222,Santa Clara County,12755027,494,, 1,Fairmeadow Elementary School,9,Jane Lathrop Stanford Middle School,9,Henry M. Gunn High School,9, Central Forced Air,,73,36,98,1062151,Sold,81771684,,"$4,416"
house_791,Condo/Co-op,190 27th Ave ,San Francisco,CA,94121,4250000,1,—,7425,,1921,—,0, 4, 4,Grattan Elementary School,7,Roosevelt Middle School,9,Galileo High School,7,,,81,65,89,,Active,495165,"The residences at 190 27th Avenue offer the owner occupier as well as astute investors a rare opportunity to own an outstanding multi-family investment property in the world class neighborhood of Sea Cliff. Ranked as the 2nd Best Neighborhood in San Francisco Sea Cliff lies adjacent to the Pacific Ocean and Baker Beach, the Presidio of San Francisco and Lincoln Park. Marina Style apartment buildings in Sea Cliff neighborhood are large with formal living and dining rooms, walk in closets, and many offer  impressive views of the Pacific Ocean, the Golden Gate Bridge and the Marin Headlands. A small public beach named China Beach and the national park Land's End are also located in the neighborhood.  ","$21,328"
house_792,1981,577 E Taylor Ave Unit E ,SUNNYVALE,CA,94085,0,2,2, 985, 0.0226,Santa Clara County,20438053,350, 1, 1,Bishop Elementary School,4,Columbia Middle School,3,Fremont High School,8, Central Forced Air (Gas),,72,40,81,854983,Sold,81777131,"Value priced. Why rent when you can own?! Fabulous opportunity to be in the heart of Sunnyvale's vibrant tech center close to Apple, LinkedIn, Google, Yahoo, CityLine Sunnyvale, Monticello Shopping, Starbucks and downtown Murphy Street's entertainment and restaurants. Small complex with one enclosed fully finished garage and one designated open parking space. Convenient ground floor one level condo with 2BR / 2 BA including master suite and convenient laundry closet with stackable washer and dryer included in sale. Welcoming open living / DR with fireplace. 985 SF of living space (per Floor Plan Visuals). Buyer to verify. Convenient proximity to Silicon Valley commute corridor, Caltrain and downtown Sunnyvale and Mountain View. Perfect opportunity for a first time buyer or downsizing empty nester.  ","$4,059"
house_793,Condo/Co-op,2130 Leavenworth St #4 ,San Francisco,CA,94133,1195000,1,1,1025,,1924,—,1040,, 1,Yick Wo Elementary School,8,Presidio Middle School,8,Wells (ida B.) High School,1,,,95,93,69," $1,198,285",Active,495300,"You'll feel on top of the world in this Russian Hill retreat with magnificent city and bay views. Built in 1924, the Spanish-style building welcomes residents with classic architectural details and a courtyard garden. The bright and open floor plan flows easily from door to deck, thanks to thoughtful and extensive renovations. Custom French doors open wide for indoor/outdoor living and stunning views of the city and the bay. Telegraph Hill's famous parrots visit often. Smart lighting and the updated kitchen's gas range and stainless-steel appliances accentuate original design elements. Designer Ann Sacks and Walker Zanger Herringbone subway tile makes a sophisticated statement in the ensuite, framing a Japanese soaking tub and walk-in shower with marble floor and Restoration Hardware fixtures. The remodeled space includes two closets, and a washer/dryer. One car leased parking 1/2 block away.  ","$7,037"
house_794,Single Family Residential,49 San Jacinto Way ,San Francisco,CA,94127,2950000,4,2,3524,,1900,—,0, 5, 5,Rooftop Elementary School,6,Lick (james) Middle School,2,,," Electric, Baseboard Heaters"," Electric, Baseboard Heaters",72,74,56," $3,039,680",Active,495510,"Beautiful ocean and breakwater views from this Monterey Heights home near St. Francis Fountain. Home has been recently updated with permits expanding living room, new windows, recessed lighting, updated exterior shingles and paint. Open floor plan with hardwood floors, huge 3 car garage, and inviting backyard patio. Complete with 4 large bedrooms, 2 and a half baths, and walk-in master closet.  ","$14,804"
house_795,Condo/Co-op,1501 Greenwich St #401 ,San Francisco,CA,94123,1588000,2,2,1194,,2008,—,711,, 1,Lilienthal (claire) Elementary School,9,Marina Middle School,6,Wallenberg (raoul) Traditional High School,8,,,99,91,70," $1,601,237",Active,495265,"Expansive corner condo in boutique elevator building. LG windows w GG Bridge  &  Palace of Fine Arts view right from your living room! Open light filled floor plan featuring the finest designer finishes including HW flooring, HD custom shades, built in ceiling speakers  &  recessed lighting. Kitchen equipped w top of the line appliances including Viking hood range/wine fridge, Everpure water filtration system, Bosch dishwasher, &  Liebherr fridge. Granite counters  &  pendant lighting over the breakfast bar. Custom wall unit closet systems create ultimate organization  &  storage space in the guest BR. Generous master suite with LG walk in closet. Enjoy spa like stand up shower in the master BA w Grohe overhead rainshower, addtl hand shower hose, adjustable water temperature  &  flow pressure. This home is truly captivating  &  complete with 2 storage closets, W & D in unit, 1 parking, &  addtl storage. Serene garden, outdoor BBQ area  &  bicycle room. Prime location near Union, Chestnut, Polk, Van Ness ","$8,680"
house_796,Condo/Co-op,3371 Baywood Ter #113 ,Fremont,CA,94536,539900,2,2,990,,1987,1987,548,, 2,Oliveira Elementary School,7,,,American High School,10,,,76,40,76," $542,429",Active,40893855,"All information and images should be independently reviewed and verified for accuracy. Beautifully updated, stylish and elegant condo located in one of the most desired communities of Fremont, Meadowbrook Village. This light filled, 2 bed, 2 bath spacious condo has a fantastic location on the 1st floor. The kitchen has been elegantly remodeled as have both bathrooms. Beautiful laminate flooring and tall 9 foot ceilings help create a spacious environment. Everything about this condo exudes class and taste. Huge walk in cloet in Master. Excellent schools (Oliviera Elem, Thornton Jr. High, American High) are a big bonus. Close to all shopping, freeways, Amtrak and Bart. Master bedroom has a walk in closet. Cosy enclosed patio. ","$3,235"
house_797,Condo/Co-op,1910 Divisadero St #3 ,San Francisco,CA,94115,789000,2,1,845,,—,—,235,,,Lilienthal (claire) Elementary School,9,Francisco Middle School,6,O'Connell (john) High School,2,,,97,79,82," $825,371",Active,495534,"Enjoy urban living in this contemporary 2-bedroom, 1-bath unit, right in the popular Divisadero corridor. Situated in an updated 7-unit Edwardian building, this gorgeous home features a great floor plan, high ceilings, double pane windows, remodeled bathroom and in-unit laundry, new interior paint and new carpets. The modern kitchen features beautiful granite counters and stainless steel appliances. A huge common backyard/deck is perfect for BBQ or other outdoor activities, and an additional private storage room is located on ground floor. It's a great TIC unit in a prime location, with 98 walk score, 79 transit score  &  82 bike score, steps away from trendy restaurants and shops, public transportation, and tech shuttles.  ","$4,195"
house_798,,C-P4 ,Fremont,CA,94539,1590990,4,3,2717,,,,0,,,James Leitch Elementary School,7,,,G. M. Walters Junior High School,7,,,31,54,61,,Active,,,"$7,894"
house_799,1977,4496 Lakeshore Dr ,SANTA CLARA,CA,95054,0,3,2," 1,962", 0.1495,Santa Clara County,10445006,0,, 2,Kathryn Hughes Elementary School,5,Buchser Middle School,5,Santa Clara High School,8, Central Forced Air, Central Forced Air,32,41,69,1368658,Sold,81755336,"1st time on the market! Beautifully remodeled single story home in the heart of Silicon Valley! Hardwood floors, Crown moldings, New roof and recessed lights throughout the house! Chef's new Gourmet kitchen with Quartz counters, new stainless steel appliances! Remodeled bathrooms! Huge Great room, separate family room and formal dining! Dual pane windows, Central AC/heating. Close proximity to Fuller Park, popular hiking trails, Rivermark Plaza, Mercado Plaza, Levi's Stadium, 237/101 freeway, Intel, Oracle and many other IT companies, Amtrak station and the new outdoor city center development City Place.  ","$6,208"
house_800,Single Family Residential,1108 Silverlake Dr ,SUNNYVALE,CA,94089,1798000,4,4," 2,420", 0.1591,1959,2011,0,, 2,Lakewood Elementary School,4,Columbia Middle School,3,Fremont High School,8, Central Forced Air, Central Forced Air,67,43,85," $1,773,267",Active,81784197,"Located across the street from Lakewood Park, this 4 bd/4 ba home has been extensively remodeled to exude style, function, and indoor-outdoor versatility. Tasteful details bring casual sophistication to the interiors, while luxurious upgrades provide up-to-the-minute convenience. Anchoring the open-concept floor plan, the glamorous island kitchen creates the perfect culinary getaway. All gathering areas flow into the backyard, where residents can unwind on the large lawn or entertain on the vast veranda. Private retreats include a ground-level guest suite and a sensational master suite complete with luxury bath, designer closet, and a large patio with fire-pit. Also enjoy drought-tolerant landscaping, state-of-the-art water filtration, an attached garage with EV wiring, gated side parking, and much more. Residents are next door to an array of outdoor amenities while situated near fine schools, Light Rail, freeways, top Silicon Valley companies, and Mercado Shopping Center.  ","$8,935"
house_802,Single Family Residential,45457 Antelope Dr ,Fremont,CA,94539,1988888,5,3,3162,,1989,1989,80,, 3,Fred E. Weibel Elementary School,9,,,Irvington High School,9,,,8,31,6," $2,103,758",New,40896717,"Views! Views! Views! Walk to Mission Peak Trail. Your forever home in the Prestigious Mission Hills in Fremont is now on the market for the 1st time! Do not miss out on this home with gorgeous views of the Bay and Hills!!! Your loved ones will enjoy the serenity and the spaciousness this home has to offer. Just painted the exterior and interior. Majestic master suite with walk in closet. Spacious kitchen. Downstairs bedroom and full bath. Large private flat backyard offers a perfect place for gatherings and BBQs. HOA includes access to Clubhouse, Pool, Spa & Tennis Court. Easy to commute to the South Bay via I-680, 880, and close to BART. ","$9,978"
house_803,Multi-Family (2-4 Unit),25341 Parklane Dr ,HAYWARD,CA,94544,679950,2,2," 1,445", 0.0164,—,—,330,, 2,Stonebrae Elementary School,4,Bret Harte Middle School,3,Hayward High School,4," Central Forced Air (Gas), Solar and Gas"," Central Forced Air, Multi-Zone",67,38,64," $663,990",Active,81776157,"Brand NEW energy-efficient home ready Nov-Dec 2019! The open concept Residence 1 features a walk-in pantry and dual walk-in closets at the master bedroom. A balcony fills the great room with light and extends living outside. Whether it's a place to spend time with the family, a special date night spot, or a go-to hair salon you're looking for, there's no shortage of things to do around this community. Known for their energy-efficient features, our homes help you live a healthier and quieter lifestyle while saving you thousands of dollars on utility bills.  ","$3,699"
house_804,Condo/Co-op,1315 A St #211 ,Hayward,CA,94541,419000,2,1,944,,1984,1984,457,, 1,East Avenue Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,91,56,69," $419,787",Active,40896214,"All information and images should be independently reviewed and verified for accuracy. Enjoy city living at Midtown condo. Upgraded carpet.  Dual Paned windows.  Mirrored closet doors. Fireplace in the living room. Kitchen has granite slab counter tops, tile back splash, stainless steel range/cooktop, built-in microwave/range hood, S/S dishwasher, S/S double basin sink, maple cabinetry and porcelain tile floors. ( S/S Fridge to stay). In-side laundry. The balcony off the living room is facing a peaceful courtyard. One underground garage parking. Gated main entry door with ramps. Community amenities include pool, two exercise rooms, greenbelt, fountain and elevator. Close to Hayward downtown,Parks, Library , BART, I-880, I-580. ","$2,533"
house_805,Single Family Residential,19379 Eric Dr ,SARATOGA,CA,95070,1998000,3,2," 1,652", 0.2714,1964,1964,0,, 2,Blue Hills Elementary School,9,Joaquin Miller Middle School,9,Lynbrook High School,10, Central Forced Air, Central Forced Air,,,," $2,021,633",Active,81784505,"Great Saratoga home on a huge lot in the Cupertino school district. Award winning Lynbrook High school and Miller Jr. High school. Great curb appeal on an extra wide semi secluded street. Spacious floor plan that includes a seperate family room and living room, lots of natural light, built in kitchen BBQ with an attractive brick accent. Newer duel pane windows throughout in a well cared for home. The home sits on a large lot close to 12,000 square feet, lots of room on the side yards, front and back yard. Backyard has a covered detached patio area that could be the start an ADU-accessory dwelling unit. Home is on a corner with only 1 neighbor. Plenty of room to expand, play and entertain. Close to shopping, freeways, and Apple campus. Come live in Saratoga! ","$9,962"
house_806,Condo/Co-op,260 Sunset Blvd #39 ,Hayward,CA,94541,399950,2,1,1016,,1981,1981,330,, 2,Cherryland Elementary School,2,Winton Middle School,3,Hayward High School,4,,,49,48,56," $400,347",New,40897058,"Welcome Home! One of the most affordable homes in Hayward! Upstairs features two good sized bedrooms with plenty of closet space and large windows. There is also one full bathroom with tub/shower and washer/dryer upstairs. Main floor has an open feel, with an eat-in kitchen, a balcony and 1/2 bath. Super BONUS at this price point- an enclosed 2 car garage! The complex is beautifully maintained and has a pool and clubhouse. Close to BART, 880, great for commuters. You can move in right away or remodel to your taste, but hurry- this won't last! ","$2,312"
house_807,Single Family Residential,3291 Mattos Ave ,SAN JOSE,CA,95132,600000,3,1," 1,248", 0.1391,1963,1963,0,, 2,Ruskin Elementary School,7,Sierramont Middle School,7,Piedmont Hills High School,9, Central Forced Air,,37,36,48," $722,826",Active,81782430,"Probate sale. A major FIXER OR TEAR DOWN! An investor special or contractor's dream! Check list price! Nice location just 2 blocks from Piedmont Hills High School. EZ access in and out. Close to shopping, freeways, schools, and parks. Currently a 3 bedroom, 1 bath 1,248 square foot home on a 6,061 sf lot.  ","$2,992"
house_808,Single Family Residential,328 Grafton Ter ,Fremont,CA,94539,1298000,4,3,2097,,2014,2014,136,,,Warm Springs Elementary School,8,,,John M. Horner Junior High School,9,,,68,34,58,,Coming Soon,,"Many designer upgrades in this spacious, single family home in the heart of Warm Springs! Walking distance to top rated elementary schools James Leitch and Warm Springs. Fantastic Location, close to Silicon Valley and freeways. Lots of storage and natural light. Close to parks and community center. Contact Jason Pham 510-910-8911 for more information. ","$6,576"
house_809,Condo/Co-op,1896 Tradan Dr. Dr #1896 ,SAN JOSE,CA,95132,500000,1,1, 712, 0.1131,—,—,375,,,Northwood Elementary School,9,Morrill Middle School,6,Independence High School,6, Central Forced Air, Central Forced Air,49,46,59,,Active,81783448,"Beautiful one bedroom one bath condo! Ground level corner unit. All new flooring, appliances, blinds, custom walk in shower! Has an extra window that no other unit has in the complex! Gas fireplace, pool and spa in backyard! Close to 680, Great Mall, Bart, Light Rail in front of complex. Newly painted exterior! A must see! Truly the best location in the entire complex! ","$2,868"
house_810,1957,852 Blair Ave ,SUNNYVALE,CA,94087,0,5,—," 3,068", 0.1324,Santa Clara County,20121019,0,,,Cumberland Elementary School,9,Sunnyvale Middle School,6,Homestead High School,9, Wall Furnace, Ceiling Fan,82,46,82,2183478,Sold,81775243,"Rarely available 5-plex in outstanding Sunnyvale location. Exceptional investment opportunity. First time on the market in over 45 years. Excellent location near a multitude of high-tech companies, dining and shopping. Easy access to CalTrain, light rail and 280/85/101.  Walk to Historic Murphy Street in downtown Sunnyvale and the new CityLine Sunnyvale with Whole Foods and AMC theatre opening in mid-2020.  Walk to public transportation, multiple retail shopping areas and beautiful parks. Outstanding Sunnyvale schools including Cumberland Elementary (easy walk), Sunnyvale Middle and Homestead High. All units have recently under gone renovation that include double-paned windows and much more. 5th unit is a studio rented for $1,795/month.  ",
house_811,,Residence 4 ,Fremont,CA,94539,2159900,4,4,3895,,,,0,,,Joshua Chadbourne Elementary School,9,,,Mission San Jose High School,10,,,20,32,35,,Active,,"Plan Description: With unparalleled architectural detail, Residence 4 offers approximately 3,895 square feet with 4 bedrooms and 4.5 baths.   Enjoy open floor plans, with a Bonus Room, Home Management Center and an Outdoor Room for entertaining friends and family.   Options include Extended Bedroom 4 Suite in lieu of Dining, Retreat in lieu of Bonus, Wet Bar at Retreat, Outdoor Kitchen, Fireplace and Sliding Glass Door at Outdoor Room.  ","$10,749"
house_812,1972,1103 Reed Ave Unit B ,SUNNYVALE,CA,94086,0,2,1, 917,,Santa Clara County,21350114,442,,,Ponderosa Elementary School,7,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Baseboard,,47,36,68,676973,Sold,81777234,"This delightful first level condo in the Sunny Meadow Complex is perfect for a first-time buyer, featuring 917 square feet of functional living space, two bedrooms and one bath. The Galley kitchen flows into the dining area with pass-through counter and bar seating, perfect for entertaining friends and family   The casual open concept living area features a sliding glass door to the cozy patio. Bright master bedroom with  spacious dressing area  with  vanity, sink and mirrored closet, and door to main bathroom. Updated main bathroom  *  fresh interior paint *  new carpet and flooring * Community pool, club house and laundry facility * Dedicated carport  * Highly rated schools  conveniently located close to major Tech firms, shopping and major freeway for commuters.  ","$3,176"
house_813,Single Family Residential,257 Smalley Ave ,Hayward,CA,94541,695000,3,2,940,,1910,1922,0,,,Burbank Elementary School,4,Winton Middle School,3,Hayward High School,4,,,72,56,73," $689,361",Active,40895767,"First time buyer starter home/investors delight!   Property setback in lot behind neighbors property, long driveway with gated access. Front neighbor has access rights to driveway owned by 257 Smalley Ave.  Public utility easement- power pole on front right corner of property ","$3,444"
house_814,Condo/Co-op,401 Harrison St Unit 16D ,San Francisco,CA,94105,978000,1,1,607,,2014,—,1123,, 1,Redding Elementary School,6,Marina Middle School,6,Mission High School,1,,,93,100,59," $993,125",Active,494776,"Incredible View Unit in the Harrison, a premier  luxury high rise construction in Downtown South Beach within close proximity to restaurants, cafes, grocery  &  shops. This exceptional unit features a sophisticated open floor plan, consists of a gracious chef's kitchen leading to the cozy living room and bedroom, both with dramatic floor to ceiling windows capturing fabulous Bay Bridge water view. The beautiful interior design by the acclaimed Ken Fulk showcase many rich elegant details, boasting Siberian Oak floors, Unlacquered brass hardware, Studio Becker cabinetry, polished white slab Carrara marble countertops and tiled backsplash, sub-zero refrigerator, Bosch washer/dryer and more. The Harrison represents a coveted lifestyle with unparalleled hospitality  &  extravagant living such as 24 hour attended lobby, dedicated onsite concierge, controlled access elevators for privacy and security, 24 hour valet parking  &  individual temperature controlled wine locker and storage.  ","$6,031"
house_815,Mobile/Manufactured Home,29289 WHALEBONE Way ,Hayward,CA,94544,215000,2,2,1560,,—,—,0,, 2,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,47,41,67," $213,381",New,40896579,"TWO BEDROOM, TWO BATH MOBILE HOME IN NEW ENGLAND VILLAGE.  BONUS UTILITY ROOM WITH EXTRA STORAGE AND A BUILT-IN DESK.  SMALL WET BAR IN THE FAMILY ROOM. BREAKFAST BAR IN THE KITCHEN.  DOUBLE OVEN, LARGE PANTRY.  MASTER BATH WITH DOUBLE SINKS AND A SMALL SEPARATE VANITY.  THIS IS A MUST SEE!! ","$1,065"
house_816,Condo/Co-op,1850 Sacramento St ,San Francisco,CA,94109,20000000,2,—,25284,,1927,—,0, 7, 7,Sherman Elementary School,7,Francisco Middle School,6,Wallenberg (raoul) Traditional High School,8, Baseboard Heaters, Baseboard Heaters,99,94,74,,Active,495673,"7 story concrete and steel turnkey trophy Pacific Heights apartment building. The building consists of 19-studios, 12 one-bedrooms, 6 two-bedrooms, 7 car parking, coin operated laundry, and storage. Under current ownership's tenure, the building has been professionally managed and extensively renovated. Approximately two thirds of the units have been renovated with new kitchens, bathrooms, flooring, lighting, and more. All units are separately metered for gas and electric and have individual electric baseboard heaters. A full due diligence package is available upon request.  ","$100,368"
house_817,1974,32493 Joyce Way ,UNION CITY,CA,94587,0,4,2," 1,659", 0.146,Alameda County,483 010601300,0,, 2,Delaine Eastin Elementary School,8,Alvarado Middle School,7,,," Central Forced Air, Central Forced Air (Gas)",,,,,938441,Sold,81767027,"Priced to sell, 4 Bedroom 2 bath home in desirable neighborhood. Freshly painted inside and out, recent landscape, recent termite clearance, New Front and sliding Door, new carpet, newer water heater, refinished hardwood floors, front door and sliding glass door to be replaced before the end of September. Updated Family kitchen with breakfast area, stainless steel appliances, Corian Countertop, dual pane windows. 1659 Square feet of living space on a 6360 SF Lot.  ","$3,871"
house_818,1964,965 San Ramon Ct ,MOUNTAIN VIEW,CA,94043,0,4,2," 1,574", 0.1637,Santa Clara County,15015031,0, 2, 1,,,,,,," Central Forced Air (Gas), Solar", Central Forced Air,57,34,89,1823328,Sold,81762988,"Completely remodeled Master bath w tumbled travertine tile wainscoting, flooring, and throughout large glassed-in shower. Custom maple vanity, linen closet w pull out drawers/shelves. Renovated 2nd bathroom w honed travertine tile flooring and jacuzzi tub. Linen closet, vanity are custom bamboo w designer light. Double sized living space features bamboo flooring w adjustable dimmer recessed lights. Double-paned windows, newly installed HVAC and Solar panel increase the energy efficiency. Under the updated modern water proof luxury vinyl flooring are hardwood. New pavers expanded the original driveway and front walkway. The steel-tile roof has 25+ years on its warranty. Over sized 2 car garage with possible RV access. A commuters dream w easy access to Highway 101/85, just a short walk/bike to Google and Intuit, Caltrain! Enjoy the easy commute, abundant amenities of downtown Castro Street, Stevens Creek Trail, and San Vernon Park and playground. Excellent Mountain View schools! ","$7,469"
house_820,,Residence 3 ,Fremont,CA,94539,2169900,4,4,3621,,,,0,,,Joshua Chadbourne Elementary School,9,,,Mission San Jose High School,10,,,20,32,35,,Active,,"Plan Description: With unparalleled architectural detail, Residence 3 offers approximately 3,621 square feet with 4 bedrooms and 4.5 baths.   Enjoy open floor plans, with a Bonus Room, Home Management Center and an Outdoor Room for entertaining friends and family.   Options include Multi-Sliding Door, Wet Bar and Fireplace at Great Room, Butler’s Pantry in lieu of Pantry, Outdoor Kitchen and Fireplace at Outdoor Room.  ","$10,799"
house_821,Single Family Residential,682 W Remington Dr ,SUNNYVALE,CA,94087,1758000,4,2," 1,657", 0.1663,1959,1959,0,, 1,Cumberland Elementary School,9,Sunnyvale Middle School,6,Fremont High School,8, Radiant,,41,37,77," $1,950,277",Active,81783129,"Beautiful Atrium Model Eichler with Court Yard in the Middle, Open and Bright Floor Plan with lots of natural light. Updated Kitchen with Quartz counters. New Vanities, Fresh Exterior Paint, Newly refinished Tile Floor in Common Area and Master bathroom. Master Suite with Walk-in Closet and Direct Access to Backyard. Whole House Radian heat, Quintessential Floor-to-Ceiling Windows. Serene Backyard with Mature Landscape, back yard is facing south, Indoor Laundry. One Car Garage  &  One Car Port. Cumberland Elementary. Bigger Lot size at 7245 sqf, Great Potential. Don't Miss It! ","$8,736"
house_822,1971,532 Tyrella Ave #12 ,Mountain View,CA,94043,0,3,2,1128,,Santa Clara County,16006012,0,,,Theuerkauf Elementary School,7,Crittenden Middle School,6,Mountain View High School,9,,,60,38,93,1069675,Sold,,,"$4,836"
house_823,Condo/Co-op,2219 Amberwood Ln ,SAN JOSE,CA,95132,699999,3,1," 1,121",,1972,1972,190,, 2,Laneview Elementary School,7,Morrill Middle School,6,Independence High School,6, Wall Furnace, Window/Wall Unit,63,46,55," $693,105",Active,81780561,,"$3,680"
house_824,Mobile/Manufactured Home,165 Coleridge Ter ,Fremont,CA,94538,299999,3,2,1248,,1996,—,0,, 2,Harvey Green Elementary School,8,,,Irvington High School,9,,,30,32,56," $287,921",Price Change,40894429,"Look No Further! A great community with an even better home! Home has brand new interior and exterior paint. New flooring throughout. New light fixtures. Freshly painted back deck. New siding installed. New roof. New gutters. New oven hood. Nice size windows with new blinds. Vaulted ceilings. Great commute access. Enjoy a wonderful community that provides swimming pool, community recreation center, family park, billiards, and a small lake. Easy access to shopping and so much more. Welcome to Southlake Mobile Home Park!!! ","$1,493"
house_825,,Residence Three ,Milpitas,CA,95035,680000,1,1,826,,,,0,,,Alexander Rose Elementary School,6,Rancho Milpitas Middle School,7,Milpitas High School,10,,,64,60,81,,Active,,"Plan Description: The Residence Three plan provides the ultimate set-up for a one bedroom apartment. . Everything’s you need is on the first floor with a master bathroom, kitchen, dining area, living space, bedroom with a walk-in closet and private balcony.  ","$3,384"
